sezon,turnuva,tarih,ev_lig,ev,dep_lig,dep
2425,el,2024-11-28,P1,Sp Braga,D1,Hoffenheim
2425,el,2024-11-28,E0,Tottenham,I1,Roma
2425,el,2024-11-28,N1,Twente,B1,St. Gilloise
2324,el,2024-11-30,G1,AEK,E0,Brighton
2324,el,2024-11-30,F1,Marseille,N1,Ajax
2122,cl,2024-12-07,SP1,Real Madrid,I1,Inter
2122,el,2024-12-09,B1,Antwerp,G1,Olympiakos
2122,el,2024-12-09,T1,Fenerbahce,D1,Ein Frankfurt
2425,cl,2024-12-10,I1,Atalanta,SP1,Real Madrid
2425,cl,2024-12-10,F1,Brest,N1,PSV Eindhoven
2425,cl,2024-12-10,B1,Club Brugge,P1,Sp Lisbon
2425,cl,2024-12-10,SP1,Girona,E0,Liverpool
2425,cl,2024-12-10,D1,Leverkusen,I1,Inter
2425,cl,2024-12-10,D1,RB Leipzig,E0,Aston Villa
2425,cl,2024-12-11,P1,Benfica,I1,Bologna
2425,cl,2024-12-11,D1,Dortmund,SP1,Barcelona
2425,cl,2024-12-11,I1,Juventus,E0,Man City
2425,el,2024-12-11,T1,Fenerbahce,SP1,Ath Bilbao
2425,conf,2024-12-12,T1,Buyuksehyr,D1,Heidenheim
2425,el,2024-12-12,N1,Ajax,I1,Lazio
2425,el,2024-12-12,F1,Lyon,D1,Ein Frankfurt
2425,el,2024-12-12,G1,Olympiakos,N1,Twente
2425,el,2024-12-12,SC0,Rangers,E0,Tottenham
2425,el,2024-12-12,I1,Roma,P1,Sp Braga
2425,el,2024-12-12,B1,St. Gilloise,F1,Nice
2324,el,2024-12-14,N1,Ajax,G1,AEK
2324,el,2024-12-14,E0,Brighton,F1,Marseille
2425,conf,2024-12-19,B1,Cercle Brugge,T1,Buyuksehyr
2425,conf,2024-12-19,P1,Guimaraes,I1,Fiorentina
2425,cl,2025-01-21,SP1,Ath Madrid,D1,Leverkusen
2425,cl,2025-01-21,P1,Benfica,SP1,Barcelona
2425,cl,2025-01-21,I1,Bologna,D1,Dortmund
2425,cl,2025-01-21,B1,Club Brugge,I1,Juventus
2425,cl,2025-01-21,E0,Liverpool,F1,Lille
2425,cl,2025-01-22,N1,Feyenoord,D1,Bayern Munich
2425,cl,2025-01-22,I1,Milan,SP1,Girona
2425,cl,2025-01-22,F1,Paris SG,E0,Man City
2425,cl,2025-01-22,D1,RB Leipzig,P1,Sp Lisbon
2425,el,2025-01-22,T1,Besiktas,SP1,Ath Bilbao
2425,el,2025-01-23,N1,AZ Alkmaar,I1,Roma
2425,el,2025-01-23,T1,Fenerbahce,F1,Lyon
2425,el,2025-01-23,D1,Hoffenheim,E0,Tottenham
2425,el,2025-01-23,I1,Lazio,SP1,Sociedad
2425,el,2025-01-23,E0,Man United,SC0,Rangers
2425,el,2025-01-23,P1,Porto,G1,Olympiakos
2425,el,2025-01-23,B1,St. Gilloise,P1,Sp Braga
2425,cl,2025-01-29,E0,Aston Villa,SC0,Celtic
2425,cl,2025-01-29,SP1,Barcelona,I1,Atalanta
2425,cl,2025-01-29,F1,Brest,SP1,Real Madrid
2425,cl,2025-01-29,SP1,Girona,E0,Arsenal
2425,cl,2025-01-29,I1,Juventus,P1,Benfica
2425,cl,2025-01-29,F1,Lille,N1,Feyenoord
2425,cl,2025-01-29,E0,Man City,B1,Club Brugge
2425,cl,2025-01-29,N1,PSV Eindhoven,E0,Liverpool
2425,cl,2025-01-29,P1,Sp Lisbon,I1,Bologna
2425,cl,2025-01-29,D1,Stuttgart,F1,Paris SG
2425,el,2025-01-30,N1,Ajax,T1,Galatasaray
2425,el,2025-01-30,B1,Anderlecht,D1,Hoffenheim
2425,el,2025-01-30,SC0,Rangers,B1,St. Gilloise
2425,el,2025-01-30,I1,Roma,D1,Ein Frankfurt
2425,el,2025-01-30,SP1,Sociedad,G1,PAOK
2425,el,2025-01-30,P1,Sp Braga,I1,Lazio
2425,el,2025-01-30,N1,Twente,T1,Besiktas
2425,cl,2025-02-11,F1,Brest,F1,Paris SG
2425,cl,2025-02-11,I1,Juventus,N1,PSV Eindhoven
2425,cl,2025-02-11,E0,Man City,SP1,Real Madrid
2425,cl,2025-02-11,P1,Sp Lisbon,D1,Dortmund
2425,cl,2025-02-12,SC0,Celtic,D1,Bayern Munich
2425,cl,2025-02-12,B1,Club Brugge,I1,Atalanta
2425,cl,2025-02-12,N1,Feyenoord,I1,Milan
2425,conf,2025-02-13,B1,Gent,SP1,Betis
2425,el,2025-02-13,N1,AZ Alkmaar,T1,Galatasaray
2425,el,2025-02-13,T1,Fenerbahce,B1,Anderlecht
2425,el,2025-02-13,P1,Porto,I1,Roma
2425,el,2025-02-13,B1,St. Gilloise,N1,Ajax
2425,cl,2025-02-18,I1,Atalanta,B1,Club Brugge
2425,cl,2025-02-18,D1,Bayern Munich,SC0,Celtic
2425,cl,2025-02-18,I1,Milan,N1,Feyenoord
2425,cl,2025-02-19,D1,Dortmund,P1,Sp Lisbon
2425,cl,2025-02-19,N1,PSV Eindhoven,I1,Juventus
2425,cl,2025-02-19,F1,Paris SG,F1,Brest
2425,cl,2025-02-19,SP1,Real Madrid,E0,Man City
2425,conf,2025-02-20,SP1,Betis,B1,Gent
2425,el,2025-02-20,N1,Ajax,B1,St. Gilloise
2425,el,2025-02-20,B1,Anderlecht,T1,Fenerbahce
2425,el,2025-02-20,T1,Galatasaray,N1,AZ Alkmaar
2425,el,2025-02-20,I1,Roma,P1,Porto
2425,cl,2025-03-04,B1,Club Brugge,E0,Aston Villa
2425,cl,2025-03-04,D1,Dortmund,F1,Lille
2425,cl,2025-03-04,N1,PSV Eindhoven,E0,Arsenal
2425,cl,2025-03-04,SP1,Real Madrid,SP1,Ath Madrid
2425,cl,2025-03-05,D1,Bayern Munich,D1,Leverkusen
2425,cl,2025-03-05,P1,Benfica,SP1,Barcelona
2425,cl,2025-03-05,N1,Feyenoord,I1,Inter
2425,cl,2025-03-05,F1,Paris SG,E0,Liverpool
2425,conf,2025-03-06,SP1,Betis,P1,Guimaraes
2425,conf,2025-03-06,G1,Panathinaikos,I1,Fiorentina
2425,el,2025-03-06,N1,AZ Alkmaar,E0,Tottenham
2425,el,2025-03-06,N1,Ajax,D1,Ein Frankfurt
2425,el,2025-03-06,T1,Fenerbahce,SC0,Rangers
2425,el,2025-03-06,I1,Roma,SP1,Ath Bilbao
2425,el,2025-03-06,SP1,Sociedad,E0,Man United
2425,cl,2025-03-11,SP1,Barcelona,P1,Benfica
2425,cl,2025-03-11,I1,Inter,N1,Feyenoord
2425,cl,2025-03-11,D1,Leverkusen,D1,Bayern Munich
2425,cl,2025-03-11,E0,Liverpool,F1,Paris SG
2425,cl,2025-03-12,E0,Arsenal,N1,PSV Eindhoven
2425,cl,2025-03-12,E0,Aston Villa,B1,Club Brugge
2425,cl,2025-03-12,SP1,Ath Madrid,SP1,Real Madrid
2425,cl,2025-03-12,F1,Lille,D1,Dortmund
2425,conf,2025-03-13,I1,Fiorentina,G1,Panathinaikos
2425,conf,2025-03-13,P1,Guimaraes,SP1,Betis
2425,el,2025-03-13,SP1,Ath Bilbao,I1,Roma
2425,el,2025-03-13,D1,Ein Frankfurt,N1,Ajax
2425,el,2025-03-13,E0,Man United,SP1,Sociedad
2425,el,2025-03-13,SC0,Rangers,T1,Fenerbahce
2425,el,2025-03-13,E0,Tottenham,N1,AZ Alkmaar
2425,cl,2025-04-08,E0,Arsenal,SP1,Real Madrid
2425,cl,2025-04-08,D1,Bayern Munich,I1,Inter
2425,cl,2025-04-09,SP1,Barcelona,D1,Dortmund
2425,cl,2025-04-09,F1,Paris SG,E0,Aston Villa
2425,el,2025-04-10,F1,Lyon,E0,Man United
2425,el,2025-04-10,SC0,Rangers,SP1,Ath Bilbao
2425,el,2025-04-10,E0,Tottenham,D1,Ein Frankfurt
2425,cl,2025-04-15,E0,Aston Villa,F1,Paris SG
2425,cl,2025-04-15,D1,Dortmund,SP1,Barcelona
2425,cl,2025-04-16,I1,Inter,D1,Bayern Munich
2425,cl,2025-04-16,SP1,Real Madrid,E0,Arsenal
2425,el,2025-04-17,SP1,Ath Bilbao,SC0,Rangers
2425,el,2025-04-17,D1,Ein Frankfurt,E0,Tottenham
2425,el,2025-04-17,E0,Man United,F1,Lyon
2425,cl,2025-04-29,E0,Arsenal,F1,Paris SG
2425,cl,2025-04-30,SP1,Barcelona,I1,Inter
2425,conf,2025-05-01,SP1,Betis,I1,Fiorentina
2425,el,2025-05-01,SP1,Ath Bilbao,E0,Man United
2425,cl,2025-05-06,I1,Inter,SP1,Barcelona
2425,cl,2025-05-07,F1,Paris SG,E0,Arsenal
2425,conf,2025-05-08,I1,Fiorentina,SP1,Betis
2425,el,2025-05-08,E0,Man United,SP1,Ath Bilbao
2425,el,2025-05-21,E0,Tottenham,E0,Man United
2425,conf,2025-05-28,SP1,Betis,E0,Chelsea
2425,cl,2025-05-31,F1,Paris SG,I1,Inter
2223,cl,2025-09-07,D1,Ein Frankfurt,P1,Sp Lisbon
2223,cl,2025-09-07,E0,Tottenham,F1,Marseille
2223,conf,2025-09-08,F1,Nice,D1,FC Koln
2223,el,2025-09-08,D1,Union Berlin,B1,St. Gilloise
2223,cl,2025-09-13,F1,Marseille,D1,Ein Frankfurt
2223,cl,2025-09-13,P1,Sp Lisbon,E0,Tottenham
2122,cl,2025-09-14,SP1,Barcelona,D1,Bayern Munich
2223,el,2025-09-15,P1,Sp Braga,D1,Union Berlin
2122,el,2025-09-16,T1,Galatasaray,I1,Lazio
2324,el,2025-09-21,SC0,Rangers,SP1,Betis
2122,cl,2025-09-29,P1,Benfica,SP1,Barcelona
2122,el,2025-09-30,F1,Marseille,T1,Galatasaray
2223,cl,2025-10-04,D1,Ein Frankfurt,E0,Tottenham
2223,cl,2025-10-04,F1,Marseille,P1,Sp Lisbon
2223,el,2025-10-06,P1,Sp Braga,B1,St. Gilloise
2223,cl,2025-10-12,P1,Sp Lisbon,F1,Marseille
2223,cl,2025-10-12,E0,Tottenham,D1,Ein Frankfurt
2223,el,2025-10-13,B1,St. Gilloise,P1,Sp Braga
2122,cl,2025-10-20,P1,Benfica,D1,Bayern Munich
2122,conf,2025-10-21,N1,Feyenoord,D1,Union Berlin
2122,el,2025-10-21,I1,Lazio,F1,Marseille
2223,cl,2025-10-26,D1,Ein Frankfurt,F1,Marseille
2223,cl,2025-10-26,E0,Tottenham,P1,Sp Lisbon
2223,el,2025-10-27,D1,Union Berlin,P1,Sp Braga
2223,cl,2025-11-01,F1,Marseille,E0,Tottenham
2223,cl,2025-11-01,P1,Sp Lisbon,D1,Ein Frankfurt
2122,cl,2025-11-02,D1,Bayern Munich,P1,Benfica
2223,conf,2025-11-03,D1,FC Koln,F1,Nice
2223,el,2025-11-03,B1,St. Gilloise,D1,Union Berlin
2122,conf,2025-11-04,D1,Union Berlin,N1,Feyenoord
2122,el,2025-11-04,F1,Marseille,I1,Lazio
2122,cl,2025-11-23,SP1,Barcelona,P1,Benfica
2122,el,2025-11-25,T1,Galatasaray,F1,Marseille
2122,cl,2025-12-08,D1,Bayern Munich,SP1,Barcelona
2122,el,2025-12-09,I1,Lazio,T1,Galatasaray
2324,el,2025-12-14,SP1,Betis,SC0,Rangers
2223,el,2026-09-08,E0,Man United,SP1,Sociedad
2122,cl,2026-09-14,SP1,Villarreal,I1,Atalanta
2324,conf,2026-09-21,B1,Club Brugge,T1,Besiktas
2122,cl,2026-09-29,E0,Man United,SP1,Villarreal
2223,cl,2026-10-05,E0,Chelsea,I1,Milan
2324,el,2026-10-05,P1,Sp Lisbon,I1,Atalanta
2223,cl,2026-10-11,I1,Milan,E0,Chelsea
2122,cl,2026-10-20,E0,Man United,I1,Atalanta
2122,cl,2026-11-02,I1,Atalanta,E0,Man United
2223,el,2026-11-03,SP1,Sociedad,E0,Man United
2122,cl,2026-11-23,SP1,Villarreal,E0,Man United
2324,conf,2026-11-30,T1,Besiktas,B1,Club Brugge
2324,el,2026-11-30,I1,Atalanta,P1,Sp Lisbon
2122,cl,2026-12-09,I1,Atalanta,SP1,Villarreal
2223,cl,2027-09-06,SC0,Celtic,SP1,Real Madrid
2223,el,2027-09-08,I1,Lazio,N1,Feyenoord
2122,cl,2027-09-14,F1,Lille,D1,Wolfsburg
2223,cl,2027-09-14,SP1,Real Madrid,D1,RB Leipzig
2122,conf,2027-09-16,F1,Rennes,E0,Tottenham
2122,el,2027-09-16,SP1,Betis,SC0,Celtic
2324,el,2027-09-21,B1,St. Gilloise,F1,Toulouse
2122,cl,2027-09-29,D1,Wolfsburg,SP1,Sevilla
2122,conf,2027-09-30,N1,Vitesse,F1,Rennes
2122,el,2027-09-30,SC0,Celtic,D1,Leverkusen
2223,cl,2027-10-05,D1,RB Leipzig,SC0,Celtic
2324,el,2027-10-05,E0,Liverpool,B1,St. Gilloise
2223,cl,2027-10-11,SC0,Celtic,D1,RB Leipzig
2122,cl,2027-10-20,F1,Lille,SP1,Sevilla
2122,conf,2027-10-21,N1,Vitesse,E0,Tottenham
2122,el,2027-10-21,SP1,Betis,D1,Leverkusen
2223,cl,2027-10-25,D1,RB Leipzig,SP1,Real Madrid
2324,conf,2027-10-26,N1,AZ Alkmaar,E0,Aston Villa
2324,el,2027-10-26,E0,Liverpool,F1,Toulouse
2223,cl,2027-11-02,SP1,Real Madrid,SC0,Celtic
2122,cl,2027-11-02,SP1,Sevilla,F1,Lille
2223,el,2027-11-03,N1,Feyenoord,I1,Lazio
2122,conf,2027-11-04,E0,Tottenham,N1,Vitesse
2122,el,2027-11-04,D1,Leverkusen,SP1,Betis
2324,conf,2027-11-09,E0,Aston Villa,N1,AZ Alkmaar
2324,el,2027-11-09,F1,Toulouse,E0,Liverpool
2122,cl,2027-11-23,SP1,Sevilla,D1,Wolfsburg
2122,conf,2027-11-25,F1,Rennes,N1,Vitesse
2122,el,2027-11-25,D1,Leverkusen,SC0,Celtic
2324,el,2027-11-30,F1,Toulouse,B1,St. Gilloise
2122,cl,2027-12-08,D1,Wolfsburg,F1,Lille
2122,conf,2027-12-09,E0,Tottenham,F1,Rennes
2122,el,2027-12-09,SC0,Celtic,SP1,Betis
2324,el,2027-12-14,B1,St. Gilloise,E0,Liverpool
2223,cl,2028-09-06,SP1,Sevilla,E0,Man City
2223,el,2028-09-08,F1,Nantes,G1,Olympiakos
2223,cl,2028-09-14,E0,Man City,D1,Dortmund
2223,el,2028-09-15,G1,Olympiakos,D1,Freiburg
2324,conf,2028-09-21,B1,Genk,I1,Fiorentina
2324,el,2028-09-21,G1,Panathinaikos,SP1,Villarreal
2122,cl,2028-09-29,I1,Juventus,E0,Chelsea
2223,cl,2028-10-05,SP1,Sevilla,D1,Dortmund
2324,el,2028-10-05,SP1,Villarreal,F1,Rennes
2223,el,2028-10-06,D1,Freiburg,F1,Nantes
2223,cl,2028-10-11,D1,Dortmund,SP1,Sevilla
2223,el,2028-10-13,F1,Nantes,D1,Freiburg
2122,el,2028-10-21,E0,West Ham,B1,Genk
2223,cl,2028-10-25,D1,Dortmund,E0,Man City
2324,el,2028-10-26,G1,Panathinaikos,F1,Rennes
2223,el,2028-10-27,D1,Freiburg,G1,Olympiakos
2223,cl,2028-11-02,E0,Man City,SP1,Sevilla
2223,el,2028-11-03,G1,Olympiakos,F1,Nantes
2122,el,2028-11-04,B1,Genk,E0,West Ham
2324,el,2028-11-09,F1,Rennes,G1,Panathinaikos
2122,cl,2028-11-23,E0,Chelsea,I1,Juventus
2324,conf,2028-11-30,I1,Fiorentina,B1,Genk
2324,el,2028-11-30,SP1,Villarreal,G1,Panathinaikos
2324,el,2028-12-14,F1,Rennes,SP1,Villarreal
2223,cl,2029-09-06,F1,Paris SG,I1,Juventus
2223,cl,2029-09-14,I1,Juventus,P1,Benfica
2324,conf,2029-09-21,D1,Ein Frankfurt,SC0,Aberdeen
2223,cl,2029-10-05,P1,Benfica,F1,Paris SG
2324,conf,2029-10-05,G1,PAOK,D1,Ein Frankfurt
2223,el,2029-10-06,F1,Monaco,T1,Trabzonspor
2223,cl,2029-10-11,F1,Paris SG,P1,Benfica
2223,el,2029-10-13,T1,Trabzonspor,F1,Monaco
2223,cl,2029-10-25,P1,Benfica,I1,Juventus
2324,conf,2029-10-26,SC0,Aberdeen,G1,PAOK
2223,cl,2029-11-02,I1,Juventus,F1,Paris SG
2324,conf,2029-11-09,G1,PAOK,SC0,Aberdeen
2324,conf,2029-11-30,D1,Ein Frankfurt,G1,PAOK
2324,conf,2029-12-14,SC0,Aberdeen,D1,Ein Frankfurt
