sezon,lig,tarih,ev,dep,hakem
2122,E0,2021-08-13,Brentford,Arsenal,M Oliver
2122,E0,2021-08-14,Burnley,Brighton,D Coote
2122,E0,2021-08-14,Chelsea,Crystal Palace,J Moss
2122,E0,2021-08-14,Everton,Southampton,A Madley
2122,E0,2021-08-14,Leicester,Wolves,C Pawson
2122,E0,2021-08-14,Man United,Leeds,P Tierney
2122,E0,2021-08-14,Norwich,Liverpool,A Marriner
2122,E0,2021-08-14,Watford,Aston Villa,M Dean
2122,E0,2021-08-15,Newcastle,West Ham,M Atkinson
2122,E0,2021-08-15,Tottenham,Man City,A Taylor
2122,E0,2021-08-21,Aston Villa,Newcastle,D Coote
2122,E0,2021-08-21,Brighton,Watford,A Taylor
2122,E0,2021-08-21,Crystal Palace,Brentford,M Atkinson
2122,E0,2021-08-21,Leeds,Everton,D England
2122,E0,2021-08-21,Liverpool,Burnley,M Dean
2122,E0,2021-08-21,Man City,Norwich,G Scott
2122,E0,2021-08-22,Arsenal,Chelsea,P Tierney
2122,E0,2021-08-22,Southampton,Man United,C Pawson
2122,E0,2021-08-22,Wolves,Tottenham,S Attwell
2122,E0,2021-08-23,West Ham,Leicester,M Oliver
2122,E0,2021-08-28,Aston Villa,Brentford,P Bankes
2122,E0,2021-08-28,Brighton,Everton,J Moss
2122,E0,2021-08-28,Liverpool,Chelsea,A Taylor
2122,E0,2021-08-28,Man City,Arsenal,M Atkinson
2122,E0,2021-08-28,Newcastle,Southampton,P Tierney
2122,E0,2021-08-28,Norwich,Leicester,R Jones
2122,E0,2021-08-28,West Ham,Crystal Palace,S Attwell
2122,E0,2021-08-29,Burnley,Leeds,M Oliver
2122,E0,2021-08-29,Tottenham,Watford,A Marriner
2122,E0,2021-08-29,Wolves,Man United,M Dean
2122,E0,2021-09-11,Arsenal,Norwich,M Oliver
2122,E0,2021-09-11,Brentford,Brighton,G Scott
2122,E0,2021-09-11,Chelsea,Aston Villa,S Attwell
2122,E0,2021-09-11,Crystal Palace,Tottenham,J Moss
2122,E0,2021-09-11,Leicester,Man City,P Tierney
2122,E0,2021-09-11,Man United,Newcastle,A Taylor
2122,E0,2021-09-11,Southampton,West Ham,D Coote
2122,E0,2021-09-11,Watford,Wolves,P Bankes
2122,E0,2021-09-12,Leeds,Liverpool,C Pawson
2122,E0,2021-09-13,Everton,Burnley,M Atkinson
2122,E0,2021-09-17,Newcastle,Leeds,M Dean
2122,E0,2021-09-18,Aston Villa,Everton,C Pawson
2122,E0,2021-09-18,Burnley,Arsenal,A Taylor
2122,E0,2021-09-18,Liverpool,Crystal Palace,A Madley
2122,E0,2021-09-18,Man City,Southampton,J Moss
2122,E0,2021-09-18,Norwich,Watford,R Jones
2122,E0,2021-09-18,Wolves,Brentford,D England
2122,E0,2021-09-19,Brighton,Leicester,S Attwell
2122,E0,2021-09-19,Tottenham,Chelsea,P Tierney
2122,E0,2021-09-19,West Ham,Man United,M Atkinson
2122,E0,2021-09-25,Brentford,Liverpool,S Attwell
2122,E0,2021-09-25,Chelsea,Man City,M Oliver
2122,E0,2021-09-25,Everton,Norwich,D Coote
2122,E0,2021-09-25,Leeds,West Ham,K Friend
2122,E0,2021-09-25,Leicester,Burnley,C Kavanagh
2122,E0,2021-09-25,Man United,Aston Villa,M Dean
2122,E0,2021-09-25,Watford,Newcastle,J Gillett
2122,E0,2021-09-26,Arsenal,Tottenham,C Pawson
2122,E0,2021-09-26,Southampton,Wolves,A Madley
2122,E0,2021-09-27,Crystal Palace,Brighton,A Marriner
2122,E0,2021-10-02,Brighton,Arsenal,J Moss
2122,E0,2021-10-02,Burnley,Norwich,K Friend
2122,E0,2021-10-02,Chelsea,Southampton,M Atkinson
2122,E0,2021-10-02,Leeds,Watford,S Hooper
2122,E0,2021-10-02,Man United,Everton,M Oliver
2122,E0,2021-10-02,Wolves,Newcastle,G Scott
2122,E0,2021-10-03,Crystal Palace,Leicester,A Taylor
2122,E0,2021-10-03,Liverpool,Man City,P Tierney
2122,E0,2021-10-03,Tottenham,Aston Villa,C Kavanagh
2122,E0,2021-10-03,West Ham,Brentford,P Bankes
2122,E0,2021-10-16,Aston Villa,Wolves,M Oliver
2122,E0,2021-10-16,Brentford,Chelsea,A Taylor
2122,E0,2021-10-16,Leicester,Man United,C Pawson
2122,E0,2021-10-16,Man City,Burnley,M Atkinson
2122,E0,2021-10-16,Norwich,Brighton,P Bankes
2122,E0,2021-10-16,Southampton,Leeds,D Coote
2122,E0,2021-10-16,Watford,Liverpool,J Moss
2122,E0,2021-10-17,Everton,West Ham,S Attwell
2122,E0,2021-10-17,Newcastle,Tottenham,A Marriner
2122,E0,2021-10-18,Arsenal,Crystal Palace,M Dean
2122,E0,2021-10-22,Arsenal,Aston Villa,C Pawson
2122,E0,2021-10-23,Brighton,Man City,K Friend
2122,E0,2021-10-23,Chelsea,Norwich,A Madley
2122,E0,2021-10-23,Crystal Palace,Newcastle,D England
2122,E0,2021-10-23,Everton,Watford,G Scott
2122,E0,2021-10-23,Leeds,Wolves,R Jones
2122,E0,2021-10-23,Southampton,Burnley,C Kavanagh
2122,E0,2021-10-24,Brentford,Leicester,S Hooper
2122,E0,2021-10-24,Man United,Liverpool,A Taylor
2122,E0,2021-10-24,West Ham,Tottenham,P Tierney
2122,E0,2021-10-30,Burnley,Brentford,J Moss
2122,E0,2021-10-30,Leicester,Arsenal,M Oliver
2122,E0,2021-10-30,Liverpool,Brighton,M Dean
2122,E0,2021-10-30,Man City,Crystal Palace,A Marriner
2122,E0,2021-10-30,Newcastle,Chelsea,P Tierney
2122,E0,2021-10-30,Tottenham,Man United,S Attwell
2122,E0,2021-10-30,Watford,Southampton,P Bankes
2122,E0,2021-10-31,Aston Villa,West Ham,C Kavanagh
2122,E0,2021-10-31,Norwich,Leeds,A Taylor
2122,E0,2021-11-01,Wolves,Everton,M Atkinson
2122,E0,2021-11-05,Southampton,Aston Villa,A Madley
2122,E0,2021-11-06,Brentford,Norwich,J Gillett
2122,E0,2021-11-06,Brighton,Newcastle,D Coote
2122,E0,2021-11-06,Chelsea,Burnley,A Marriner
2122,E0,2021-11-06,Crystal Palace,Wolves,G Scott
2122,E0,2021-11-06,Man United,Man City,M Oliver
2122,E0,2021-11-07,Arsenal,Watford,K Friend
2122,E0,2021-11-07,Everton,Tottenham,C Kavanagh
2122,E0,2021-11-07,Leeds,Leicester,D England
2122,E0,2021-11-07,West Ham,Liverpool,C Pawson
2122,E0,2021-11-20,Aston Villa,Brighton,A Taylor
2122,E0,2021-11-20,Burnley,Crystal Palace,S Hooper
2122,E0,2021-11-20,Leicester,Chelsea,P Tierney
2122,E0,2021-11-20,Liverpool,Arsenal,M Oliver
2122,E0,2021-11-20,Newcastle,Brentford,R Jones
2122,E0,2021-11-20,Norwich,Southampton,M Atkinson
2122,E0,2021-11-20,Watford,Man United,J Moss
2122,E0,2021-11-20,Wolves,West Ham,M Dean
2122,E0,2021-11-21,Man City,Everton,S Attwell
2122,E0,2021-11-21,Tottenham,Leeds,A Marriner
2122,E0,2021-11-27,Arsenal,Newcastle,S Attwell
2122,E0,2021-11-27,Brighton,Leeds,C Pawson
2122,E0,2021-11-27,Crystal Palace,Aston Villa,M Salisbury
2122,E0,2021-11-27,Liverpool,Southampton,A Marriner
2122,E0,2021-11-27,Norwich,Wolves,S Hooper
2122,E0,2021-11-28,Brentford,Everton,D England
2122,E0,2021-11-28,Chelsea,Man United,A Taylor
2122,E0,2021-11-28,Leicester,Watford,A Madley
2122,E0,2021-11-28,Man City,West Ham,M Oliver
2122,E0,2021-11-30,Leeds,Crystal Palace,K Friend
2122,E0,2021-11-30,Newcastle,Norwich,A Madley
2122,E0,2021-12-01,Aston Villa,Man City,M Dean
2122,E0,2021-12-01,Everton,Liverpool,P Tierney
2122,E0,2021-12-01,Southampton,Leicester,R Jones
2122,E0,2021-12-01,Watford,Chelsea,D Coote
2122,E0,2021-12-01,West Ham,Brighton,C Kavanagh
2122,E0,2021-12-01,Wolves,Burnley,J Brooks
2122,E0,2021-12-02,Man United,Arsenal,M Atkinson
2122,E0,2021-12-02,Tottenham,Brentford,J Moss
2122,E0,2021-12-04,Newcastle,Burnley,P Tierney
2122,E0,2021-12-04,Southampton,Brighton,A Taylor
2122,E0,2021-12-04,Watford,Man City,S Hooper
2122,E0,2021-12-04,West Ham,Chelsea,A Marriner
2122,E0,2021-12-04,Wolves,Liverpool,C Kavanagh
2122,E0,2021-12-05,Aston Villa,Leicester,M Oliver
2122,E0,2021-12-05,Leeds,Brentford,D Coote
2122,E0,2021-12-05,Man United,Crystal Palace,C Pawson
2122,E0,2021-12-05,Tottenham,Norwich,J Gillett
2122,E0,2021-12-06,Everton,Arsenal,M Dean
2122,E0,2021-12-10,Brentford,Watford,M Oliver
2122,E0,2021-12-11,Arsenal,Southampton,J Gillett
2122,E0,2021-12-11,Chelsea,Leeds,C Kavanagh
2122,E0,2021-12-11,Liverpool,Aston Villa,S Attwell
2122,E0,2021-12-11,Man City,Wolves,J Moss
2122,E0,2021-12-11,Norwich,Man United,D England
2122,E0,2021-12-12,Burnley,West Ham,G Scott
2122,E0,2021-12-12,Crystal Palace,Everton,A Madley
2122,E0,2021-12-12,Leicester,Newcastle,P Bankes
2122,E0,2021-12-14,Man City,Leeds,P Tierney
2122,E0,2021-12-14,Norwich,Aston Villa,D Coote
2122,E0,2021-12-15,Arsenal,West Ham,A Taylor
2122,E0,2021-12-15,Brighton,Wolves,T Harrington
2122,E0,2021-12-15,Crystal Palace,Southampton,S Hooper
2122,E0,2021-12-16,Chelsea,Everton,M Oliver
2122,E0,2021-12-16,Liverpool,Newcastle,M Dean
2122,E0,2021-12-18,Leeds,Arsenal,A Marriner
2122,E0,2021-12-19,Newcastle,Man City,M Atkinson
2122,E0,2021-12-19,Tottenham,Liverpool,P Tierney
2122,E0,2021-12-19,Wolves,Chelsea,D Coote
2122,E0,2021-12-26,Aston Villa,Chelsea,M Atkinson
2122,E0,2021-12-26,Brighton,Brentford,D England
2122,E0,2021-12-26,Man City,Leicester,C Kavanagh
2122,E0,2021-12-26,Norwich,Arsenal,G Scott
2122,E0,2021-12-26,Tottenham,Crystal Palace,J Moss
2122,E0,2021-12-26,West Ham,Southampton,K Friend
2122,E0,2021-12-27,Newcastle,Man United,C Pawson
2122,E0,2021-12-28,Crystal Palace,Norwich,P Tierney
2122,E0,2021-12-28,Leicester,Liverpool,M Oliver
2122,E0,2021-12-28,Southampton,Tottenham,A Taylor
2122,E0,2021-12-28,Watford,West Ham,D England
2122,E0,2021-12-29,Brentford,Man City,D Coote
2122,E0,2021-12-29,Chelsea,Brighton,M Dean
2122,E0,2021-12-30,Man United,Burnley,J Moss
2122,E0,2022-01-01,Arsenal,Man City,S Attwell
2122,E0,2022-01-01,Crystal Palace,West Ham,D England
2122,E0,2022-01-01,Watford,Tottenham,R Jones
2122,E0,2022-01-02,Brentford,Aston Villa,C Pawson
2122,E0,2022-01-02,Chelsea,Liverpool,A Taylor
2122,E0,2022-01-02,Everton,Brighton,J Brooks
2122,E0,2022-01-02,Leeds,Burnley,P Tierney
2122,E0,2022-01-03,Man United,Wolves,M Dean
2122,E0,2022-01-11,Southampton,Brentford,S Attwell
2122,E0,2022-01-12,West Ham,Norwich,S Hooper
2122,E0,2022-01-14,Brighton,Crystal Palace,R Jones
2122,E0,2022-01-15,Aston Villa,Man United,D Coote
2122,E0,2022-01-15,Man City,Chelsea,C Pawson
2122,E0,2022-01-15,Newcastle,Watford,P Tierney
2122,E0,2022-01-15,Norwich,Everton,A Madley
2122,E0,2022-01-15,Wolves,Southampton,M Salisbury
2122,E0,2022-01-16,Liverpool,Brentford,J Moss
2122,E0,2022-01-16,West Ham,Leeds,M Dean
2122,E0,2022-01-18,Brighton,Chelsea,K Friend
2122,E0,2022-01-19,Brentford,Man United,A Marriner
2122,E0,2022-01-19,Leicester,Tottenham,J Moss
2122,E0,2022-01-21,Watford,Norwich,M Dean
2122,E0,2022-01-22,Brentford,Wolves,P Bankes
2122,E0,2022-01-22,Everton,Aston Villa,C Pawson
2122,E0,2022-01-22,Leeds,Newcastle,C Kavanagh
2122,E0,2022-01-22,Man United,West Ham,J Moss
2122,E0,2022-01-22,Southampton,Man City,S Hooper
2122,E0,2022-01-23,Arsenal,Burnley,D Coote
2122,E0,2022-01-23,Chelsea,Tottenham,P Tierney
2122,E0,2022-01-23,Crystal Palace,Liverpool,K Friend
2122,E0,2022-01-23,Leicester,Brighton,M Atkinson
2122,E0,2022-02-05,Burnley,Watford,C Pawson
2122,E0,2022-02-08,Burnley,Man United,M Dean
2122,E0,2022-02-08,Newcastle,Everton,A Taylor
2122,E0,2022-02-08,West Ham,Watford,M Atkinson
2122,E0,2022-02-09,Aston Villa,Leeds,J Gillett
2122,E0,2022-02-09,Man City,Brentford,D England
2122,E0,2022-02-09,Norwich,Crystal Palace,P Tierney
2122,E0,2022-02-09,Tottenham,Southampton,D Coote
2122,E0,2022-02-10,Liverpool,Leicester,C Kavanagh
2122,E0,2022-02-10,Wolves,Arsenal,M Oliver
2122,E0,2022-02-12,Brentford,Crystal Palace,S Hooper
2122,E0,2022-02-12,Everton,Leeds,G Scott
2122,E0,2022-02-12,Man United,Southampton,S Attwell
2122,E0,2022-02-12,Norwich,Man City,A Marriner
2122,E0,2022-02-12,Watford,Brighton,J Moss
2122,E0,2022-02-13,Burnley,Liverpool,M Atkinson
2122,E0,2022-02-13,Leicester,West Ham,M Oliver
2122,E0,2022-02-13,Newcastle,Aston Villa,C Pawson
2122,E0,2022-02-13,Tottenham,Wolves,K Friend
2122,E0,2022-02-15,Man United,Brighton,P Bankes
2122,E0,2022-02-19,Arsenal,Brentford,J Moss
2122,E0,2022-02-19,Aston Villa,Watford,R Jones
2122,E0,2022-02-19,Brighton,Burnley,K Friend
2122,E0,2022-02-19,Crystal Palace,Chelsea,D Coote
2122,E0,2022-02-19,Liverpool,Norwich,M Dean
2122,E0,2022-02-19,Man City,Tottenham,A Taylor
2122,E0,2022-02-19,Southampton,Everton,A Madley
2122,E0,2022-02-19,West Ham,Newcastle,C Kavanagh
2122,E0,2022-02-20,Leeds,Man United,P Tierney
2122,E0,2022-02-20,Wolves,Leicester,C Pawson
2122,E0,2022-02-23,Burnley,Tottenham,G Scott
2122,E0,2022-02-23,Liverpool,Leeds,M Oliver
2122,E0,2022-02-23,Watford,Crystal Palace,A Marriner
2122,E0,2022-02-24,Arsenal,Wolves,M Atkinson
2122,E0,2022-02-25,Southampton,Norwich,S Hooper
2122,E0,2022-02-26,Brentford,Newcastle,M Dean
2122,E0,2022-02-26,Brighton,Aston Villa,J Brooks
2122,E0,2022-02-26,Crystal Palace,Burnley,J Moss
2122,E0,2022-02-26,Everton,Man City,P Tierney
2122,E0,2022-02-26,Leeds,Tottenham,C Pawson
2122,E0,2022-02-26,Man United,Watford,K Friend
2122,E0,2022-02-27,West Ham,Wolves,A Taylor
2122,E0,2022-03-01,Burnley,Leicester,C Kavanagh
2122,E0,2022-03-05,Aston Villa,Southampton,P Bankes
2122,E0,2022-03-05,Burnley,Chelsea,A Marriner
2122,E0,2022-03-05,Leicester,Leeds,D Coote
2122,E0,2022-03-05,Liverpool,West Ham,J Moss
2122,E0,2022-03-05,Newcastle,Brighton,M Atkinson
2122,E0,2022-03-05,Norwich,Brentford,A Taylor
2122,E0,2022-03-05,Wolves,Crystal Palace,A Madley
2122,E0,2022-03-06,Man City,Man United,M Oliver
2122,E0,2022-03-06,Watford,Arsenal,C Pawson
2122,E0,2022-03-07,Tottenham,Everton,S Attwell
2122,E0,2022-03-10,Leeds,Aston Villa,S Hooper
2122,E0,2022-03-10,Norwich,Chelsea,M Atkinson
2122,E0,2022-03-10,Southampton,Newcastle,K Friend
2122,E0,2022-03-10,Wolves,Watford,D England
2122,E0,2022-03-12,Brentford,Burnley,P Tierney
2122,E0,2022-03-12,Brighton,Liverpool,M Dean
2122,E0,2022-03-12,Man United,Tottenham,J Moss
2122,E0,2022-03-13,Arsenal,Leicester,A Taylor
2122,E0,2022-03-13,Chelsea,Newcastle,D Coote
2122,E0,2022-03-13,Everton,Wolves,M Oliver
2122,E0,2022-03-13,Leeds,Norwich,S Attwell
2122,E0,2022-03-13,Southampton,Watford,G Scott
2122,E0,2022-03-13,West Ham,Aston Villa,J Gillett
2122,E0,2022-03-14,Crystal Palace,Man City,M Atkinson
2122,E0,2022-03-16,Arsenal,Liverpool,A Marriner
2122,E0,2022-03-16,Brighton,Tottenham,R Jones
2122,E0,2022-03-17,Everton,Newcastle,C Pawson
2122,E0,2022-03-18,Wolves,Leeds,K Friend
2122,E0,2022-03-19,Aston Villa,Arsenal,A Madley
2122,E0,2022-03-20,Leicester,Brentford,D England
2122,E0,2022-03-20,Tottenham,West Ham,A Taylor
2122,E0,2022-04-02,Brighton,Norwich,S Hooper
2122,E0,2022-04-02,Burnley,Man City,C Pawson
2122,E0,2022-04-02,Chelsea,Brentford,A Madley
2122,E0,2022-04-02,Leeds,Southampton,A Taylor
2122,E0,2022-04-02,Liverpool,Watford,S Attwell
2122,E0,2022-04-02,Man United,Leicester,A Marriner
2122,E0,2022-04-02,Wolves,Aston Villa,D England
2122,E0,2022-04-03,Tottenham,Newcastle,M Atkinson
2122,E0,2022-04-03,West Ham,Everton,M Oliver
2122,E0,2022-04-04,Crystal Palace,Arsenal,P Tierney
2122,E0,2022-04-06,Burnley,Everton,M Dean
2122,E0,2022-04-08,Newcastle,Wolves,P Bankes
2122,E0,2022-04-09,Arsenal,Brighton,D Coote
2122,E0,2022-04-09,Aston Villa,Tottenham,G Scott
2122,E0,2022-04-09,Everton,Man United,J Moss
2122,E0,2022-04-09,Southampton,Chelsea,K Friend
2122,E0,2022-04-09,Watford,Leeds,A Marriner
2122,E0,2022-04-10,Brentford,West Ham,M Atkinson
2122,E0,2022-04-10,Leicester,Crystal Palace,R Jones
2122,E0,2022-04-10,Man City,Liverpool,A Taylor
2122,E0,2022-04-10,Norwich,Burnley,M Oliver
2122,E0,2022-04-16,Man United,Norwich,A Madley
2122,E0,2022-04-16,Southampton,Arsenal,P Bankes
2122,E0,2022-04-16,Tottenham,Brighton,C Pawson
2122,E0,2022-04-16,Watford,Brentford,S Hooper
2122,E0,2022-04-17,Newcastle,Leicester,J Gillett
2122,E0,2022-04-17,West Ham,Burnley,P Tierney
2122,E0,2022-04-19,Liverpool,Man United,M Atkinson
2122,E0,2022-04-20,Chelsea,Arsenal,J Moss
2122,E0,2022-04-20,Everton,Leicester,D Coote
2122,E0,2022-04-20,Man City,Brighton,M Dean
2122,E0,2022-04-20,Newcastle,Crystal Palace,T Harrington
2122,E0,2022-04-21,Burnley,Southampton,S Attwell
2122,E0,2022-04-23,Arsenal,Man United,C Pawson
2122,E0,2022-04-23,Brentford,Tottenham,M Atkinson
2122,E0,2022-04-23,Leicester,Aston Villa,A Madley
2122,E0,2022-04-23,Man City,Watford,K Friend
2122,E0,2022-04-23,Norwich,Newcastle,C Kavanagh
2122,E0,2022-04-24,Brighton,Southampton,R Jones
2122,E0,2022-04-24,Burnley,Wolves,A Taylor
2122,E0,2022-04-24,Chelsea,West Ham,M Oliver
2122,E0,2022-04-24,Liverpool,Everton,S Attwell
2122,E0,2022-04-25,Crystal Palace,Leeds,D England
2122,E0,2022-04-28,Man United,Chelsea,M Dean
2122,E0,2022-04-30,Aston Villa,Norwich,J Brooks
2122,E0,2022-04-30,Leeds,Man City,P Tierney
2122,E0,2022-04-30,Newcastle,Liverpool,A Marriner
2122,E0,2022-04-30,Southampton,Crystal Palace,J Gillett
2122,E0,2022-04-30,Watford,Burnley,C Pawson
2122,E0,2022-04-30,Wolves,Brighton,S Hooper
2122,E0,2022-05-01,Everton,Chelsea,K Friend
2122,E0,2022-05-01,Tottenham,Leicester,J Moss
2122,E0,2022-05-01,West Ham,Arsenal,M Dean
2122,E0,2022-05-02,Man United,Brentford,C Kavanagh
2122,E0,2022-05-07,Brentford,Southampton,M Salisbury
2122,E0,2022-05-07,Brighton,Man United,A Madley
2122,E0,2022-05-07,Burnley,Aston Villa,D Coote
2122,E0,2022-05-07,Chelsea,Wolves,P Bankes
2122,E0,2022-05-07,Crystal Palace,Watford,G Scott
2122,E0,2022-05-07,Liverpool,Tottenham,M Oliver
2122,E0,2022-05-08,Arsenal,Leeds,C Kavanagh
2122,E0,2022-05-08,Leicester,Everton,C Pawson
2122,E0,2022-05-08,Man City,Newcastle,S Attwell
2122,E0,2022-05-08,Norwich,West Ham,R Jones
2122,E0,2022-05-10,Aston Villa,Liverpool,J Moss
2122,E0,2022-05-11,Leeds,Chelsea,A Taylor
2122,E0,2022-05-11,Leicester,Norwich,S Hooper
2122,E0,2022-05-11,Watford,Everton,M Dean
2122,E0,2022-05-11,Wolves,Man City,M Atkinson
2122,E0,2022-05-12,Tottenham,Arsenal,P Tierney
2122,E0,2022-05-15,Aston Villa,Crystal Palace,C Kavanagh
2122,E0,2022-05-15,Everton,Brentford,M Oliver
2122,E0,2022-05-15,Leeds,Brighton,M Dean
2122,E0,2022-05-15,Tottenham,Burnley,K Friend
2122,E0,2022-05-15,Watford,Leicester,J Gillett
2122,E0,2022-05-15,West Ham,Man City,A Taylor
2122,E0,2022-05-15,Wolves,Norwich,T Harrington
2122,E0,2022-05-16,Newcastle,Arsenal,D England
2122,E0,2022-05-17,Southampton,Liverpool,M Atkinson
2122,E0,2022-05-19,Aston Villa,Burnley,P Tierney
2122,E0,2022-05-19,Chelsea,Leicester,S Attwell
2122,E0,2022-05-19,Everton,Crystal Palace,A Taylor
2122,E0,2022-05-22,Arsenal,Everton,A Marriner
2122,E0,2022-05-22,Brentford,Leeds,P Tierney
2122,E0,2022-05-22,Brighton,West Ham,K Friend
2122,E0,2022-05-22,Burnley,Newcastle,C Pawson
2122,E0,2022-05-22,Chelsea,Watford,M Dean
2122,E0,2022-05-22,Crystal Palace,Man United,M Atkinson
2122,E0,2022-05-22,Leicester,Southampton,J Moss
2122,E0,2022-05-22,Liverpool,Wolves,A Taylor
2122,E0,2022-05-22,Man City,Aston Villa,M Oliver
2122,E0,2022-05-22,Norwich,Tottenham,C Kavanagh
2122,E1,2021-08-06,Bournemouth,West Brom,D Whitestone
2122,E1,2021-08-07,Blackburn,Swansea,D Webb
2122,E1,2021-08-07,Bristol City,Blackpool,A Davies
2122,E1,2021-08-07,Cardiff,Barnsley,S Martin
2122,E1,2021-08-07,Derby,Huddersfield,G Eltringham
2122,E1,2021-08-07,Luton,Peterboro,A Woolmer
2122,E1,2021-08-07,Preston,Hull,G Ward
2122,E1,2021-08-07,QPR,Millwall,O Langford
2122,E1,2021-08-07,Sheffield United,Birmingham,T Robinson
2122,E1,2021-08-07,Stoke,Reading,M Donohue
2122,E1,2021-08-08,Coventry,Nott'm Forest,J Linington
2122,E1,2021-08-08,Fulham,Middlesbrough,K Stroud
2122,E1,2021-08-14,Barnsley,Coventry,J Busby
2122,E1,2021-08-14,Birmingham,Stoke,G Ward
2122,E1,2021-08-14,Blackpool,Cardiff,A Woolmer
2122,E1,2021-08-14,Huddersfield,Fulham,D Whitestone
2122,E1,2021-08-14,Hull,QPR,M Donohue
2122,E1,2021-08-14,Middlesbrough,Bristol City,O Langford
2122,E1,2021-08-14,Millwall,Blackburn,A Davies
2122,E1,2021-08-14,Nott'm Forest,Bournemouth,G Eltringham
2122,E1,2021-08-14,Peterboro,Derby,D Webb
2122,E1,2021-08-14,Reading,Preston,J Smith
2122,E1,2021-08-14,Swansea,Sheffield United,K Stroud
2122,E1,2021-08-14,West Brom,Luton,T Robinson
2122,E1,2021-08-17,Barnsley,Luton,O Langford
2122,E1,2021-08-17,Blackpool,Coventry,K Stroud
2122,E1,2021-08-17,Huddersfield,Preston,J Linington
2122,E1,2021-08-17,Millwall,Fulham,G Eltringham
2122,E1,2021-08-17,Peterboro,Cardiff,T Bramall
2122,E1,2021-08-17,Reading,Bristol City,A Woolmer
2122,E1,2021-08-17,Swansea,Stoke,J Smith
2122,E1,2021-08-18,Birmingham,Bournemouth,A Davies
2122,E1,2021-08-18,Hull,Derby,D Whitestone
2122,E1,2021-08-18,Middlesbrough,QPR,S Martin
2122,E1,2021-08-18,Nott'm Forest,Blackburn,G Ward
2122,E1,2021-08-18,West Brom,Sheffield United,M Donohue
2122,E1,2021-08-20,Bristol City,Swansea,G Eltringham
2122,E1,2021-08-21,Blackburn,West Brom,T Harrington
2122,E1,2021-08-21,Bournemouth,Blackpool,S Martin
2122,E1,2021-08-21,Cardiff,Millwall,J Linington
2122,E1,2021-08-21,Coventry,Reading,D Webb
2122,E1,2021-08-21,Derby,Middlesbrough,A Davies
2122,E1,2021-08-21,Fulham,Hull,T Robinson
2122,E1,2021-08-21,Luton,Birmingham,J Busby
2122,E1,2021-08-21,Preston,Peterboro,D Whitestone
2122,E1,2021-08-21,QPR,Barnsley,G Ward
2122,E1,2021-08-21,Sheffield United,Huddersfield,M Salisbury
2122,E1,2021-08-21,Stoke,Nott'm Forest,O Langford
2122,E1,2021-08-28,Barnsley,Birmingham,M Donohue
2122,E1,2021-08-28,Cardiff,Bristol City,D Webb
2122,E1,2021-08-28,Derby,Nott'm Forest,T Robinson
2122,E1,2021-08-28,Fulham,Stoke,J Gillett
2122,E1,2021-08-28,Huddersfield,Reading,L Doughty
2122,E1,2021-08-28,Hull,Bournemouth,G Eltringham
2122,E1,2021-08-28,Luton,Sheffield United,A Davies
2122,E1,2021-08-28,Middlesbrough,Blackburn,M Salisbury
2122,E1,2021-08-28,Millwall,Blackpool,G Ward
2122,E1,2021-08-28,Peterboro,West Brom,J Linington
2122,E1,2021-08-28,Preston,Swansea,T Bramall
2122,E1,2021-08-28,QPR,Coventry,D Whitestone
2122,E1,2021-09-10,Birmingham,Derby,G Ward
2122,E1,2021-09-11,Blackburn,Luton,O Langford
2122,E1,2021-09-11,Blackpool,Fulham,J Busby
2122,E1,2021-09-11,Bournemouth,Barnsley,J Linington
2122,E1,2021-09-11,Bristol City,Preston,T Robinson
2122,E1,2021-09-11,Coventry,Middlesbrough,L Doughty
2122,E1,2021-09-11,Reading,QPR,G Eltringham
2122,E1,2021-09-11,Sheffield United,Peterboro,S Martin
2122,E1,2021-09-11,Stoke,Huddersfield,J Smith
2122,E1,2021-09-11,Swansea,Hull,K Stroud
2122,E1,2021-09-11,West Brom,Millwall,A Woolmer
2122,E1,2021-09-12,Nott'm Forest,Cardiff,D Whitestone
2122,E1,2021-09-14,Blackburn,Hull,J Brooks
2122,E1,2021-09-14,Blackpool,Huddersfield,T Bramall
2122,E1,2021-09-14,Bournemouth,QPR,K Stroud
2122,E1,2021-09-14,Reading,Peterboro,T Robinson
2122,E1,2021-09-14,Sheffield United,Preston,G Eltringham
2122,E1,2021-09-14,West Brom,Derby,K Friend
2122,E1,2021-09-15,Birmingham,Fulham,D Webb
2122,E1,2021-09-15,Bristol City,Luton,J Simpson
2122,E1,2021-09-15,Coventry,Cardiff,M Salisbury
2122,E1,2021-09-15,Nott'm Forest,Middlesbrough,A Woolmer
2122,E1,2021-09-15,Stoke,Barnsley,L Doughty
2122,E1,2021-09-15,Swansea,Millwall,J Busby
2122,E1,2021-09-18,Barnsley,Blackburn,A Woolmer
2122,E1,2021-09-18,Cardiff,Bournemouth,J Smith
2122,E1,2021-09-18,Derby,Stoke,J Simpson
2122,E1,2021-09-18,Fulham,Reading,S Martin
2122,E1,2021-09-18,Huddersfield,Nott'm Forest,C Kavanagh
2122,E1,2021-09-18,Hull,Sheffield United,D Whitestone
2122,E1,2021-09-18,Luton,Swansea,T Harrington
2122,E1,2021-09-18,Middlesbrough,Blackpool,D Webb
2122,E1,2021-09-18,Millwall,Coventry,K Stroud
2122,E1,2021-09-18,Peterboro,Birmingham,J Gillett
